,tgt_ret_sign_1,tgt_ret_sign_3,tgt_ret_sign_5,tgt_ret_sign_10,tgt_vol_regime_5,tgt_vol_regime_10,tgt_vol_expansion_5,tgt_vol_expansion_10,tgt_mean_reversion_5,tgt_mean_reversion_10,tgt_regime_change_5,tgt_regime_change_10,tgt_breakout_up_3,tgt_breakout_down_3,tgt_breakout_any_3,tgt_breakout_up_5,tgt_breakout_down_5,tgt_breakout_any_5,tgt_breakout_up_10,tgt_breakout_down_10,tgt_breakout_any_10,tgt_consolidation_3,tgt_consolidation_5,tgt_fill_prob_long_1,tgt_fill_prob_short_1,tgt_fill_prob_long_3,tgt_fill_prob_short_3,tgt_fill_prob_long_5,tgt_fill_prob_short_5,tgt_tail_event_1,tgt_tail_event_3,tgt_tail_event_5,tgt_crash_3,tgt_crash_5,tgt_crash_10,tgt_liquidation_cascade_3,tgt_liquidation_cascade_5,tgt_mid_reversion_1,tgt_mid_reversion_3,tgt_adverse_selection_1,tgt_adverse_selection_3,tgt_adverse_selection_5,tgt_autocorr_break_5,tgt_profitable_long_1,tgt_profitable_short_1,tgt_profitable_long_3,tgt_profitable_short_3,tgt_profitable_long_5,tgt_profitable_short_5,tgt_profitable_long_10,tgt_profitable_short_10,tgt_optimal_action_1,tgt_optimal_action_3,tgt_optimal_action_5,tgt_best_side_1,tgt_best_side_3,tgt_best_side_5
sell_volume,,,,,,,0.3216471799618986,0.2217302294738141,0.4901165447897623,0.48181126331811264,0.4414848469291716,0.3234918332515428,0.41342317335243556,0.44700671558275207,0.28357889208314907,0.412944221137589,0.4397124836348535,0.22538107054236084,0.4140708889740351,0.42911965081404224,0.12317184643510057,0.7450159914712154,0.7876686973242043,0.3210406207211319,0.5895059714155192,0.3992928832116789,0.5244180739388407,0.43304453564371487,0.5244180739388407,0.43395077559201933,0.3791247340574436,0.3420693093991523,0.3562476547842402,0.3321852026472488,0.2900591546349419,0.4064018218623482,0.3680102987346589,0.4775259462759463,0.4687293603617335,0.5118508279265929,0.5274721444133209,0.5162835145746559,0.4960015890248448,0.5080254510659522,0.501344355079187,0.525388233029429,0.4749205248347448,0.5198540894595509,0.482054529399267,0.5135056549540731,0.48743806441301046,,,,,,
net_volume_delta,,,,,,,0.5488408596957256,0.6072583816544321,0.5241659049360146,0.5101217656012177,0.5356178448585657,0.5383904491820223,0.6755918696275072,0.393993885337811,0.6313578062804068,0.6669796950266373,0.38883486278787605,0.6100850762141085,0.662932058031892,0.3934348083371688,0.7026393967093236,0.4179804104477612,0.41572411810160476,0.4269283432222729,0.4717744566990798,0.5322764598540146,0.4952989502510269,0.5721234230126159,0.4952989502510269,0.5360435130801994,0.5460526776216338,0.5510620792819746,0.5280404419428809,0.5333452657435056,0.5408029457226202,0.5129485645933015,0.5200325849110455,0.45295329670329676,0.5117614184829549,0.4899382739110762,0.49200290486564996,0.5020784200191956,0.48727737099830126,0.5124039506082678,0.4908661102080449,0.5038267380460071,0.48920863309352525,0.5084669835430928,0.49124677989058263,0.5177746766366041,0.48061349529822317,,,,,,
buy_sell_volume_ratio,,,,,,,0.5295335936032628,0.5702561146752205,0.46994972577696525,0.4186453576864536,0.5253657785307254,0.5199619565453416,0.6648379297994269,0.38637373986230644,0.5775583259619637,0.6535284476983443,0.381517359045449,0.5336582772066643,0.6516170689826444,0.39001451569667756,0.5859232175502742,0.4497018256929637,0.462684421442306,0.4537654039251483,0.41264765385368407,0.5091240875912408,0.42784116841624825,0.540203678370573,0.42784116841624825,0.5331658220299915,0.5368374181176866,0.5334845840605003,0.5154617469251616,0.522307786334189,0.5211031351569129,0.5188397129186603,0.513216808581486,0.4296016483516483,0.4639028603363308,0.48666807802310474,0.49414254590725176,0.503072212548829,0.49031846706265314,0.5182015620189231,0.48782687929377544,0.5189810189810189,0.47414153548010296,0.5158398042558072,0.48407788681149416,0.5237166482681052,0.4746596872585844,,,,,,
buy_trades,,,,,,,0.3220764911857039,0.23034272638948863,0.5,0.4595890410958904,0.4433210123722983,0.32730008729148846,0.45006178366762184,0.41827162154913866,0.3007380583812473,0.4460399918652503,0.4126277195735827,0.234686281460475,0.44259014858018647,0.4152159399545816,0.15459323583180987,0.737579124466951,0.7864233471705573,0.3752624372432679,0.5765189584285062,0.46817974452554745,0.5057051574623459,0.49050007599939205,0.5057051574623459,0.4259313161699805,0.3737726401097363,0.3415947810188648,0.3663643944131749,0.3530203549455474,0.3106804719974277,0.4122768678689731,0.3784688362191989,0.4925976800976801,0.48900066046842455,0.5120272474813514,0.5221213818860878,0.5235465784254112,0.492750074145423,0.5088126017133909,0.502373905972392,0.5170153766499281,0.482732817436088,0.5103773012534045,0.4918268975407659,0.5030742954739539,0.4972091524814193,,,,,,
sell_trades,,,,,,,0.318718304757305,0.22933598328295604,0.5271937842778793,0.5062404870624049,0.4415165049540531,0.3255933432640068,0.43150295487106016,0.4300109365724255,0.2983193277310924,0.4285776948352314,0.4266280195800114,0.24558667139312298,0.42701489113107316,0.4255735470394554,0.1730461608775137,0.7424357009594884,0.781939727209014,0.3801916932907348,0.5801735952489722,0.47433850364963503,0.5456869009584664,0.49627602979176166,0.5456869009584664,0.4260147047023265,0.3714513290129332,0.3406694091249065,0.3729257869501772,0.35883449456056715,0.31478488167136054,0.41579177401545825,0.3807499286461802,0.4967948717948718,0.5139968500736677,0.511214472214958,0.5249598506069094,0.5252504597742149,0.4897466176535944,0.5082296040013976,0.503221966853362,0.5103629758945373,0.4901821623881707,0.5068637628064425,0.49588440139161843,0.5028497635958427,0.49786055835264664,,,,,,
buy_sell_trade_ratio,,,,,,,0.5453124580750759,0.5580450774165691,0.32061243144424134,0.20662100456621005,0.5161464483118572,0.5338486860676706,0.5981760386819485,0.44632124795109723,0.5332402697921275,0.5959202635020895,0.4444789123032228,0.47841191066997524,0.5919283730918965,0.456428885730615,0.41596206581352835,0.4325942830490405,0.460477653781875,0.47603833865814693,0.38256216145663385,0.43727189781021897,0.2708352350524874,0.4043167654658763,0.2708352350524874,0.5192761246044943,0.5284838474889424,0.5294240837696335,0.5065895351261205,0.5090089696800368,0.5183420044395031,0.5074185682738315,0.5186560508039197,0.4213217338217339,0.34451049128689737,0.5027708247717961,0.48599647266313933,0.48989823995858917,0.5125675358233498,0.49344345420127655,0.5052806533308194,0.5244340377230743,0.47040918925376307,0.5082824760244116,0.49002761990757954,0.5119235175272334,0.48704513972135643,,,,,,
order_flow_imbalance,,,,,,,0.5295335936032628,0.5702561146752205,0.46994972577696525,0.4186453576864536,0.5253657785307254,0.5199619565453416,0.6648379297994269,0.38637373986230644,0.5775583259619637,0.6535284476983443,0.381517359045449,0.5336582772066643,0.6516170689826444,0.39001451569667756,0.5859232175502742,0.4497018256929637,0.462684421442306,0.4537654039251483,0.41264765385368407,0.5091240875912408,0.42784116841624825,0.540203678370573,0.42784116841624825,0.5331658220299915,0.5368374181176866,0.5334845840605003,0.5154617469251616,0.522307786334189,0.5211031351569129,0.5188397129186603,0.513216808581486,0.4296016483516483,0.4639028603363308,0.48666807802310474,0.49414254590725176,0.503072212548829,0.49031846706265314,0.5182015620189231,0.48782687929377544,0.5189810189810189,0.47414153548010296,0.5158398042558072,0.48407788681149416,0.5237166482681052,0.4746596872585844,,,,,,
trade_imbalance,,,,,,,0.5453124580750759,0.5580450774165691,0.32061243144424134,0.20662100456621005,0.5161464483118572,0.5338486860676706,0.5981760386819485,0.44632124795109723,0.5332402697921275,0.5959202635020895,0.4444789123032228,0.47841191066997524,0.5919283730918965,0.456428885730615,0.41596206581352835,0.4325942830490405,0.460477653781875,0.47603833865814693,0.38256216145663385,0.43727189781021897,0.2708352350524874,0.4043167654658763,0.2708352350524874,0.5192761246044943,0.5284838474889424,0.5294240837696335,0.5065895351261205,0.5090089696800368,0.5183420044395031,0.5074185682738315,0.5186560508039197,0.4213217338217339,0.34451049128689737,0.5027708247717961,0.48599647266313933,0.48989823995858917,0.5125675358233498,0.49344345420127655,0.5052806533308194,0.5244340377230743,0.47040918925376307,0.5082824760244116,0.49002761990757954,0.5119235175272334,0.48704513972135643,,,,,,
avg_trade_size,,,,,,,0.5159247632080282,0.5195777558447967,0.32666819012797077,0.3147640791476408,0.5075003850300324,0.5204222997181484,0.4785476361031519,0.528570999991818,0.48442337461300305,0.4854910358247998,0.5191784721917511,0.4826302729528536,0.4874527556634074,0.504282636293288,0.5055415904936015,0.4939182436034115,0.4978561288119755,0.41770880876312183,0.4135613130588005,0.3268704379562044,0.3236878137836604,0.332421340629275,0.3236878137836604,0.5235084859631927,0.5247396562342534,0.5145765810687276,0.4821179904106734,0.4654091070482709,0.4818371639865653,0.48950818917924177,0.4802528303681857,0.41506410256410264,0.3247472438144592,0.49097603599789125,0.508244423695404,0.47455916010429017,0.4969747760445435,0.4980924978775564,0.4961039867167584,0.5316593705298024,0.468231503358199,0.5263085281536033,0.4697442502788548,0.5267134614984066,0.4726317962652175,,,,,,
median_trade_size,,,,,,,0.5526187146153639,0.5655366147985935,0.32903907678244976,0.2525875190258752,0.49453856289679476,0.5420180402409418,0.48294905085959877,0.5486818384714619,0.48562237394957986,0.48770366781510194,0.540734036137509,0.5164657922722439,0.48496045430248674,0.5346682379360399,0.4651222577696526,0.4663762659914712,0.47348823835966003,0.49274303970789596,0.38399791163610253,0.3897125912408759,0.3139205842081241,0.3549931600547196,0.3139205842081241,0.5312919401050067,0.5473819529981524,0.5430985622870441,0.5324828017510944,0.523270382593815,0.5473735845694341,0.5176170868605079,0.5243658429264579,0.4291437728937729,0.3473047807752883,0.5029439234878769,0.486347961406785,0.48185540567556745,0.5066472392053787,0.5013908956089692,0.48989304133237765,0.5171626546211264,0.48382912673551204,0.5181453171243754,0.48094782426833804,0.5135302326550165,0.48437333506486596,,,,,,
max_trade_size,,,,,,,0.4005997779656014,0.3621137846215533,0.5885797531992687,0.6077625570776255,0.46672014306004755,0.40011117721909295,0.4579445737822349,0.4569491781206732,0.3871282065457762,0.4613594402973171,0.45305154498208633,0.397598369372563,0.45523259114195297,0.46117936242204766,0.4220178244972578,0.6302188832622602,0.6373623016514817,0.4648105887722501,0.6969261893885009,0.5318202554744526,0.6423094477407576,0.4987080103359173,0.6423094477407576,0.4730631439994084,0.4371273304966128,0.41531787584143603,0.45128205128205134,0.4325927963166687,0.41221134513843427,0.47290324806772177,0.4442644907715726,0.6004273504273504,0.5933800741756846,0.5108300851380017,0.5202137151156759,0.5217813108936418,0.49190658492984074,0.5009336262291708,0.5019901605002978,0.5046141566075121,0.4980620669516047,0.49314911947526724,0.5057264832421522,0.4910370540084564,0.5084016789205892,,,,,,
std_trade_size,,,,,,,0.45930683007325124,0.4617080994386528,0.4485260511882998,0.4575342465753425,0.4852465047829286,0.46648397701758426,0.47085691260744983,0.49317396059379315,0.4390341662980982,0.47606928095192524,0.48590939193594973,0.46985111662531015,0.47234284606033083,0.4819843513708988,0.48320383912248627,0.5427838486140725,0.5391629378043741,0.4959379278868097,0.5652940024799321,0.43065693430656937,0.49265175718849835,0.3752849977200182,0.49265175718849835,0.5015238074259848,0.4901959926655842,0.4681210005817335,0.4646529080675422,0.44654571277233546,0.45718843094945705,0.5007499079867501,0.4706943915897631,0.5364774114774115,0.46502057613168724,0.4920146282943757,0.5138234256665629,0.49458515798231906,0.49687772943586905,0.5008892271151614,0.49767053208552375,0.5145079173318375,0.4847719610289628,0.5067124998857216,0.48940019652626543,0.512550873758097,0.4868345254268894,,,,,,
avg_buy_size,,,,,,,0.5129103611580671,0.5256606239590401,0.3468350091407678,0.35053272450532724,0.5087615722915277,0.5185088355489158,0.49698334527220633,0.5112333962739288,0.496219869526758,0.5039427616677832,0.5021107595162754,0.5049627791563275,0.5085773009588412,0.48379754902208716,0.549245886654479,0.4971398587420043,0.4960087695652955,0.4173436786855317,0.37956013835410823,0.33097627737226276,0.3450479233226837,0.3505091959264326,0.3450479233226837,0.5275740702571985,0.5284296092044118,0.5168187484417851,0.48586825099020226,0.4682932578972183,0.4839513514141715,0.4950542878174457,0.4817170702121587,0.3950320512820513,0.33846466493928773,0.4857100160645571,0.5099392053117544,0.47322193676725427,0.4906540487935837,0.5029954878881706,0.49300910440285634,0.5332549510290374,0.4650724070190342,0.5303128399779589,0.4667042346098688,0.5373810168503051,0.4618446815312075,,,,,,
avg_sell_size,,,,,,,0.5198044956934718,0.5159209024736291,0.310900365630713,0.29041095890410956,0.5068971713126957,0.5217460034829738,0.4662401504297994,0.5403703161605813,0.47845256523662094,0.4726299566146681,0.5307256584069658,0.4721020914569302,0.47360821377382323,0.5174365380822084,0.4753199268738574,0.4910147921108742,0.49544090427156906,0.4160657234139662,0.41956535926385174,0.32014142335766427,0.3133728890917389,0.30764553883568935,0.3133728890917389,0.5208620800876052,0.5227380885728683,0.5149497215989363,0.48145507608922244,0.4644690659542145,0.47998737104715716,0.48605079131394924,0.4809277185805346,0.4178876678876679,0.3160087385053092,0.4959108022731141,0.5068119099491649,0.4754310098110052,0.5021545254103393,0.4942418083634652,0.4994297808082411,0.5301359769798308,0.4705054222304813,0.5241301758722343,0.47181159372178255,0.521252213034513,0.4782517848104637,,,,,,
size_imbalance,,,,,,,0.4855568636131906,0.5212317253716612,0.6135740402193784,0.6464992389649924,0.5010926296695587,0.48165793027972365,0.5684106375358167,0.4401447664000858,0.535500055285272,0.5600924729639201,0.44056964485973676,0.5521091811414391,0.5661751836557064,0.4415363878675076,0.6508797989031078,0.5092434035181236,0.49994429169586857,0.48626198083067085,0.5269855772368336,0.5648950729927008,0.6024646280237335,0.6315549475604196,0.6024646280237335,0.5231544780428554,0.5112255752757404,0.5035494058007147,0.5176089222430686,0.5133584787050134,0.506886846906875,0.51612992270887,0.4976453239463419,0.5100351037851037,0.5859371030838795,0.4817283304898652,0.5142823944392572,0.51884431385594,0.48191622610227264,0.5194605051208362,0.48442716020875093,0.49607867215840634,0.503220486341554,0.5054907609106694,0.49592755749721146,0.5091899772968695,0.4898755294493727,,,,,,
large_trade_count,,,,,,,0.3189036129222678,0.22860586561593982,0.5166247714808043,0.486986301369863,0.44199437000530484,0.3253640402496276,0.4404002507163324,0.42374627151972905,0.29828822976559044,0.43681263358535105,0.41944419217146495,0.23861219425735555,0.4342257132180075,0.4201971757613154,0.1648765996343693,0.7412213486140724,0.7851097094182975,0.37991784573254217,0.5829145728643216,0.47399635036496346,0.5299863076220903,0.49430004559963525,0.5299863076220903,0.42541997139616006,0.3715147528133923,0.3399650959860384,0.36911611423806545,0.35578663686474465,0.31210268190921875,0.4131026867868973,0.3789081081723908,0.49828296703296704,0.5051059289742418,0.5118275820558482,0.5239327731092437,0.524422161075685,0.4909089095135607,0.5084740066009449,0.502869369552704,0.5135595301708259,0.4865406567734742,0.5086814111999388,0.49380709884740004,0.5029884818062528,0.4974855317136844,,,,,,
large_trade_volume_pct,,,,,,,0.45808849177600686,0.48377355653568566,0.707609689213894,0.7863013698630137,0.5003465270291083,0.4851443783847166,0.5341242836676218,0.4331755424421738,0.46340806059265816,0.5373749880371328,0.44621262292355246,0.44898971995746195,0.5352375343541421,0.4435556881805813,0.45418190127970753,0.5317830490405118,0.5311768828508275,0.6394340483797352,0.5698622985055146,0.6852189781021898,0.7261524418073939,0.6757865937072502,0.7261524418073939,0.46531902407096526,0.4720777811992609,0.46769384193467967,0.5049989576818845,0.5215452762207438,0.5099937242626977,0.549418016194332,0.5424793073922557,0.5991300366300367,0.7083777879388304,0.48455270378534104,0.5017956219524846,0.5247747168562311,0.48176022594627244,0.5065772930482606,0.49245259040652933,0.48901264848108705,0.5062327444317609,0.4811582085483497,0.5145029412545812,0.5004436483305909,0.4990118609978955,,,,,,
large_buy_pct,,,,,,,0.536837334648099,0.5726132140213436,0.5720692413162705,0.5230213089802132,0.5295767236511115,0.5285004538288827,0.6571678008595988,0.3855687244938313,0.5708204334365325,0.6484178111143012,0.38328372342672645,0.5278624601205247,0.6411470380934812,0.38938609224295334,0.5684986288848264,0.4586520522388059,0.47560874800079067,0.47293473299863076,0.48355413430790317,0.5376368613138686,0.5299406663623916,0.641890864873081,0.5299406663623916,0.5356564644206308,0.5433355145288618,0.5380009141527466,0.5312320200125078,0.5336064691125197,0.5305031824186381,0.5268483161575267,0.5316721767671962,0.4790712759462759,0.5334298633338413,0.4792314749089882,0.49432928727046377,0.49977021658538534,0.4873476617662664,0.5183007338717107,0.4871113019686475,0.5105144025409807,0.4824217194510074,0.5078116494057944,0.493027384208849,0.5169194559580096,0.48116833493167105,,,,,,
vwap,,,,,,,0.4714617040972391,0.44911826845968783,0.43875685557586835,0.42343987823439877,0.4896906069784554,0.4797792089914576,0.4798415114613181,0.5292928319540646,0.555561698363556,0.47960829584968256,0.5314981239393906,0.5246543778801843,0.47135893396909195,0.5412799607519838,0.5886654478976234,0.48309901385927506,0.47617301921037974,0.3899589228662711,0.5635319454414932,0.3987226277372263,0.48799634869922415,0.3570451436388509,0.48799634869922415,0.4903041164040976,0.47240758496164825,0.4697390509432394,0.4565019804044194,0.4614961496149615,0.46297702382843214,0.4647175193227825,0.4598233398344591,0.4911477411477412,0.44820403393791597,0.5086254633607717,0.505645813881108,0.4992115193660964,0.5353517213982331,0.4886325819786071,0.5206720031098334,0.4627050690173614,0.5387810600228304,0.470168375577521,0.5327164776650555,0.4491579013142821,0.5508479514638109,,,,,,
close_to_vwap,,,,,,,0.5034152043253106,0.5139315125532046,0.404650365630713,0.33409436834094364,0.526937556684977,0.4989303535522424,0.7391502507163323,0.27089244431030046,0.5081338456435206,0.7231662918301592,0.27544365746612937,0.43617511520737323,0.7088637234450168,0.2871503209132245,0.46880712979890315,0.4927538646055437,0.4820888817007206,0.2480146052031036,0.4452783397507015,0.3094206204379562,0.4041077133728891,0.4059887520899833,0.4041077133728891,0.5039845558144621,0.49181351828005154,0.49894540014958866,0.46735668125912033,0.47490410416703044,0.4783516117410523,0.4956937799043062,0.5054273499191323,0.3626755189255189,0.36173347558807095,0.49872189221387864,0.4970582010582011,0.5018619092927897,0.5073487864185539,0.5046079641221963,0.4932674265713006,0.5142930159541454,0.47830610050704825,0.5041609769922448,0.4967292651511128,0.5017966715960926,0.49676253363168965,,,,,,
