,max_|spearman|,max_|auc-0.5|,max_mi,max_|spearman|_norm,max_|auc-0.5|_norm,max_mi_norm,composite
donchian_width_bps_20,0.38779263778443956,0.23948811700182815,0.1351530140974888,0.7610098037674302,0.5462271872959014,1.0,0.7690789970211105
side_switches,0.4913243105418877,0.35746115173674586,0.047622810965116,0.96418183513708,0.8153014100454328,0.3523621821024623,0.710615142428325
market_temperature,0.4903878699100206,0.37894195612431447,0.03777568988921409,0.9623441506839441,0.8642950699746454,0.27950312570880337,0.702047448789131
realized_vol,0.4903878699100206,0.37894195612431447,0.03777568988921409,0.9623441506839441,0.8642950699746454,0.27950312570880337,0.702047448789131
large_trade_count,0.4695251576085756,0.3351234003656307,0.05414243180053635,0.9214028664829678,0.7643532158105336,0.400600994081288,0.6954523587915965
parkinson_vol,0.42960623389900865,0.39488117001828155,0.04571847558303599,0.8430654012015587,0.9006494080604175,0.3382719644717524,0.6939955912445762
manhattan_distance,0.5095764021233972,0.381341407678245,0.02742108482895622,1.0,0.869767766030568,0.2028891846183822,0.6908856502163166
candle_aspect_ratio,0.42956840735348184,0.3952810786106033,0.039867465168653915,0.8429911698490683,0.9015615240697379,0.2949802150908499,0.6798443030032186
donchian_width_bps_10,0.4072904483162376,0.2883340950639854,0.07627860924859498,0.7992725852670266,0.6576356427200415,0.5643870375955771,0.6737650885275484
buy_trades,0.47257253524629145,0.34540676416819016,0.040977820221037575,0.9273830838262699,0.7878076274787738,0.30319575552698647,0.67279548894401
total_trades,0.46993574321222287,0.33552330895795246,0.04299489331886708,0.9222086055280577,0.7652653318198541,0.3181201218927602,0.668531353080224
avg_visits_per_level,0.46993574321222287,0.33552330895795246,0.04298934533150778,0.9222086055280577,0.7652653318198541,0.3180790722173508,0.6685176698550875
trades_per_second,0.4699210481626758,0.33552330895795246,0.04284663195978755,0.92217976775322,0.7652653318198541,0.31702313297194645,0.6681560775150069
sunflower_score,0.4699341995075351,0.33552330895795246,0.041982874697181316,0.9222055761399595,0.7652653318198541,0.3106321747800471,0.6660343609132869
garman_klass_vol,0.4353274484851136,0.37791361974405846,0.03780114918181532,0.8542927943113353,0.8619496288078213,0.27969149955137906,0.6653113075568452
num_extrema,0.4901640905374421,0.34375,0.031841820732218196,0.9619050028512618,0.7840288611544461,0.23559830274484295,0.6605107222501836
buy_volume,0.4247880212887237,0.3758569469835466,0.03924904586599709,0.8336100720493305,0.8572587464741733,0.29040451763573616,0.6604244453864133
wave_wavelength,0.4968293242685149,0.348491773308958,0.0285593468084393,0.9749849525963813,0.7948439509792458,0.2113112089963367,0.660380037523988
extrema_density,0.49015301150412766,0.34375,0.031638261016816216,0.961883261198257,0.7840288611544461,0.23409216012004622,0.6600014274909165
fib_size_ratio_count,0.47563801698738245,0.34192184643510054,0.03569965825809174,0.9333988289202679,0.7798591879689812,0.2641425239124952,0.6591335136005815
wave_frequency,0.49681895715255336,0.348491773308958,0.026303174067809465,0.9749646080201443,0.7948439509792458,0.19461773933385174,0.6548087661110806
centripetal_accel,0.4048666442315887,0.3893848724998652,0.03807578296417358,0.7945160775587635,0.8881133909435303,0.28172352069565154,0.6547843297326484
range,0.4430284493745496,0.32670763922583423,0.04656691818093339,0.8694053483019558,0.7451584532732756,0.3445496091366757,0.6530378035706358
true_range,0.4430099437084254,0.3267058421837655,0.04596707276287315,0.8693690325187934,0.74515435455954,0.3401113402451839,0.6515449091078391
wave_amplitude,0.4430284493745496,0.32670763922583423,0.045872754811872696,0.8694053483019558,0.7451584532732756,0.3394134797377414,0.6513257604376577
effective_spread_bps,0.39982518678754875,0.38649522885330734,0.038820188924240995,0.7846226495604648,0.8815226592566854,0.2872313960844347,0.6511255683005284
spectral_entropy,0.4693078653781325,0.3345521023765996,0.03547727530493727,0.9209764491105431,0.7630501929400758,0.2624971077548203,0.6488412499351465
max_visits_level,0.44136932150671754,0.32855347349177333,0.04367066811917475,0.8661494521087284,0.7493684528002692,0.3231201938839051,0.6462126995976343
monotonicity_score,0.40252598253838134,0.3841978976234003,0.03594832916795987,0.7899227296653881,0.8762828803828567,0.26598244521597986,0.644062685088075
max_drawdown,0.401541786970226,0.4038505484460695,0.02680067130759589,0.7879913302441154,0.9211068671266046,0.19829873189704805,0.6357989764225893
value_area_width_bps,0.3950341525876185,0.3793789422610383,0.03480496277461764,0.7752206557083827,0.8652917528637097,0.25752265317229306,0.6326783539147951
price_path_length,0.4935755183867913,0.31375685557586835,0.028237845294360575,0.9685996375225964,0.7156201604554127,0.20893241251720812,0.6310507368317391
sell_trades,0.4633363428309627,0.3269538391224863,0.031267395533037146,0.9092578480876413,0.7457199887629875,0.23134811858863386,0.6287753184797543
inter_trade_std,0.4907091292586331,0.3219264168190128,0.02296806051076583,0.962974594612026,0.734253387502959,0.16994116382930585,0.6223897153147636
last_swing_low,0.2549301811697853,0.1631706946344429,0.13362639842162194,0.5002786237892788,0.37216155312879173,0.9887045384369624,0.620381571785011
escape_velocity,0.41104006292020134,0.3816841864716636,0.024316732204596292,0.8066308824494298,0.8705495797528426,0.17992001411863523,0.6190334921069692
fib_bounce_count,0.4807490056419743,0.29179044789762343,0.032094080196908514,0.9434287059579299,0.6655189310863111,0.23746477584109485,0.6154708042951119
last_swing_high,0.28828668140690833,0.12342301261589905,0.133809021880539,0.5657378956435621,0.28150459351707396,0.9900557732587425,0.6124327541397928
