timestamp,datetime,event_price,direction,flow_impact,imbalance,max_run,ret_5s,price_5s,ret_15s,price_15s,ret_30s,price_30s,ret_60s,price_60s,ret_120s,price_120s,ret_300s,price_300s,classification
1747848260174,2025-05-21 17:24:20,168.76,Sell,70.70387243735725,0.8183145934684314,578,0.5925574780748344,168.75,-11.851149561508477,168.96,-17.776724342261875,169.06,25.47997155723977,168.33,66.36643754444209,167.64,93.03152405783321,167.19,Reversal
1747848260340,2025-05-21 17:24:20,168.75,Sell,70.83548468742053,0.8205744789563755,578,-0.0,168.75,-12.444444444444915,168.96,-13.629629629629022,168.98,26.074074074073938,168.31,65.18518518518485,167.65,91.85185185185253,167.2,Reversal
1747848759996,2025-05-21 17:32:39,167.92,Buy,100.78496775628192,0.635392626260395,1702,-2.382086707955696,167.88,7.741781800858974,168.05,22.629823725585034,168.3,23.225345402573534,168.31,7.741781800858974,168.05,-16.674606955693257,167.64,Continuation
1747848760020,2025-05-21 17:32:40,167.9,Buy,101.190793862575,0.6339365571194668,1702,-1.7867778439548025,167.87,8.933889219774013,168.05,23.22811197141074,168.29,24.419297200714507,168.31,8.933889219774013,168.05,-16.081000595593224,167.63,Continuation
1747848760022,2025-05-21 17:32:40,167.92,Buy,103.8248832555037,0.6432237703750566,1702,-2.9776083849441966,167.87,7.741781800858974,168.05,22.034302048594842,168.29,23.225345402573534,168.31,7.741781800858974,168.05,-17.270128632681757,167.63,Continuation
1747848760027,2025-05-21 17:32:40,168.02,Buy,104.70035579275076,0.6462070247165935,1702,-8.927508629925347,167.87,1.7855017259850694,168.05,16.06951553386393,168.29,17.259850017854543,168.31,1.7855017259850694,168.05,-23.211522437805904,167.63,Continuation
1747848760036,2025-05-21 17:32:40,168.03,Buy,105.68934845452534,0.6460039765614298,1702,-9.522109147175897,167.87,1.1902636433976213,168.05,15.473427364160619,168.29,16.663691007558242,168.31,1.1902636433976213,168.05,-23.805272867940587,167.63,Continuation
1747848760046,2025-05-21 17:32:40,168.05,Buy,106.29808761396497,0.6442071241416444,1702,-10.711097887533876,167.87,0.0,168.05,14.281463850043478,168.29,15.471585837547806,168.31,0.0,168.05,-24.99256173757905,167.63,Continuation
1747848760067,2025-05-21 17:32:40,167.97,Buy,107.1599955525907,0.6316693245569334,1702,-7.144132880871855,167.85,4.762755253915134,168.05,19.051021015657152,168.29,20.241709829136358,168.31,4.762755253915134,168.05,-20.241709829136358,167.63,Continuation
1747848760093,2025-05-21 17:32:40,167.99,Buy,108.08983766955762,0.6309887261356146,1702,-9.524376450979021,167.83,3.5716411691173446,168.05,17.26293231739937,168.28,19.048752901958043,168.31,3.5716411691173446,168.05,-20.83457348651841,167.64,Continuation
1747848760211,2025-05-21 17:32:40,167.9,Buy,108.48421169668688,0.6264042381575609,1702,-4.169148302560642,167.83,9.52948183442505,168.06,19.654556283501137,168.23,23.22811197141074,168.29,7.14711137581921,168.02,-15.485407980942187,167.64,Continuation
1747848760341,2025-05-21 17:32:40,167.9,Buy,111.28441183010916,0.6234898470564249,1702,-2.9779630732585685,167.85,7.742703990470247,168.03,21.441334127455935,168.26,23.823704586063467,168.3,4.764740917211678,167.98,-16.67659321024426,167.62,Continuation
1747848760476,2025-05-21 17:32:40,167.91,Buy,114.42183678007584,0.6229207762046808,1702,-4.168900005955165,167.84,7.146685724495536,168.03,19.057828598653636,168.23,22.035614317194003,168.28,4.168900005955165,167.98,-19.057828598653636,167.59,Continuation
1747848760811,2025-05-21 17:32:40,167.8,Buy,115.7480542583947,0.6044390310440148,1702,4.171632896304718,167.87,10.13110846245456,167.97,28.00953516090577,168.27,28.00953516090577,168.27,10.727056019069034,167.98,-14.898688915375446,167.55,Continuation
1747848760940,2025-05-21 17:32:40,167.79,Buy,115.47831887925302,0.6028526533488917,1702,4.17188151856616,167.86,10.131712259372781,167.96,30.395136778116655,168.3,28.011204481792653,168.26,11.323678407533093,167.98,-13.707610703855401,167.56,Continuation
1747848765313,2025-05-21 17:32:45,167.85,Buy,98.2063492063492,0.6317931455659873,1702,-5.36193029490637,167.76,19.660411081323357,168.18,21.44772117962548,168.21,23.830801310694408,168.25,-2.978850163835743,167.8,-28.00119154006547,167.38,Continuation
1747848765416,2025-05-21 17:32:45,167.85,Buy,98.18924056648606,0.6315973395260045,1702,-5.36193029490637,167.76,20.256181114090165,168.19,19.064641048554854,168.17,23.2350312779276,168.24,-4.170390229371057,167.78,-28.00119154006547,167.38,Continuation
1747848765982,2025-05-21 17:32:45,167.89,Buy,97.9269080885848,0.6345607882836749,1702,-8.338793257489211,167.75,16.081958425159943,168.16,18.46447078444233,168.2,20.846983143726415,168.24,-2.9781404491025643,167.84,-23.22949550300711,167.5,Continuation
1747848765990,2025-05-21 17:32:45,167.93,Buy,113.92350869469524,0.6362624612480418,1702,-10.718751860894827,167.75,13.696182933364481,168.16,16.078127791340545,168.2,18.460072649318302,168.24,-5.359375930447413,167.84,-25.605907223248185,167.5,Continuation
1747848766697,2025-05-21 17:32:46,167.86,Buy,112.5636143517501,0.6521662610620534,1702,-5.957345406888045,167.76,15.489098057904853,168.12,23.82938162754541,168.26,22.637912546169154,168.24,2.3829381627542023,167.9,-22.637912546170845,167.48,Continuation
1747848766811,2025-05-21 17:32:46,167.8,Buy,113.13086066475915,0.6461936731630371,1702,-3.5756853396902426,167.74,28.605482717520246,168.28,28.605482717520246,168.28,25.625744934444477,168.23,7.151370679378791,167.92,-19.070321811681858,167.48,Continuation
1747848766862,2025-05-21 17:32:46,167.8,Buy,112.97457627118663,0.6485118661999598,1702,-2.979737783075767,167.75,26.817640047675123,168.25,29.797377830750893,168.3,26.22169249106065,168.24,13.110846245530325,168.02,-19.070321811681858,167.48,Continuation
1747848766912,2025-05-21 17:32:46,167.78,Buy,113.09696235967442,0.648625582547276,1702,-1.7880557873406329,167.75,23.84074383120787,168.18,30.9929669805704,168.3,27.416855405889137,168.24,15.496483490284355,168.04,-18.476576469185975,167.47,Continuation
1747848770663,2025-05-21 17:32:50,167.76,Buy,102.05522252497758,0.6354932415354543,1702,13.710061993324882,167.99,29.208392942299067,168.25,25.63185503099707,168.19,35.16928946113516,168.35,45.302813543158045,168.52,-26.824034334763272,167.31,Continuation
1747848792339,2025-05-21 17:33:12,168.3,Buy,72.28244808306644,0.6124511554861204,1235,-0.5941770647664484,168.29,-14.854426619132502,168.05,-1.7825311942959676,168.27,-24.361259655378788,167.89,-22.57872846108282,167.92,-33.86809269162338,167.73,Exhaustion
1747848792725,2025-05-21 17:33:12,168.34,Buy,72.51078274760316,0.6113666029619877,1235,1.1880717595348838,168.36,-17.821076393014813,168.04,0.0,168.34,-15.444932873945046,168.08,-19.009148152548008,168.02,-32.67197338719326,167.79,Exhaustion
