timestamp,datetime,flow_impact,agg_vol,top_depth,imbalance,direction,agg_trades_count,same_side_share,max_run,spread,robust_z,price
1749514999312,2025-06-10 00:23:19,70.56564878142729,73254.19999999966,1038.1,0.8236633530910166,Buy,2050,0.9118316765455083,1186,-0.060000000000002274,200.8074772350693,161.52
1749514999621,2025-06-10 00:23:19,70.85338599364192,73552.89999999967,1038.1,0.8151289752001614,Buy,2050,0.9075644876000807,1186,-0.060000000000002274,201.35381856325566,161.52
1749515000166,2025-06-10 00:23:20,70.55168095559164,73239.69999999968,1038.1,0.8122411752096191,Buy,2000,0.9061205876048096,1186,-0.060000000000002274,200.21867717856216,161.51
1749581390396,2025-06-10 18:49:50,70.64692864806977,105348.70000000164,1491.2,0.60793441210001,Buy,7450,0.8039672060500049,388,-0.030000000000001137,167.43140645336172,161.16
1749581390405,2025-06-10 18:49:50,70.97559012875648,105838.80000000166,1491.2,0.605964920237194,Buy,7500,0.802982460118597,388,-0.030000000000001137,168.21073507537832,160.83
1749581445627,2025-06-10 18:50:45,123.50628637951114,106091.90000000007,859.0,0.62415603830264,Buy,5050,0.8120780191513199,454,-0.06999999999999318,250.7206710802064,161.83
1749581520051,2025-06-10 18:52:00,83.39191346691375,208930.1000000057,2505.4,0.6300169291069245,Buy,9100,0.8150084645534623,513,-0.009999999999990905,139.1544286864035,164.6
1749581520081,2025-06-10 18:52:00,83.6155903249005,209490.5000000057,2505.4,0.6256574880483969,Buy,9150,0.8128287440241985,513,-0.009999999999990905,139.49632980259918,164.57
1749581520252,2025-06-10 18:52:00,80.39518639738367,201422.10000000504,2505.4,0.6105382676479021,Buy,8950,0.8052691338239509,513,-0.009999999999990905,134.1394944862366,164.49
1749581520254,2025-06-10 18:52:00,80.40037518959248,201435.100000005,2505.4,0.6104343284760329,Buy,8950,0.8052171642380164,513,-0.009999999999990905,134.1166316076575,164.49
1749581520306,2025-06-10 18:52:00,80.14764109523642,200801.90000000535,2505.4,0.6145922922044191,Buy,9000,0.8072961461022096,513,-0.009999999999990905,133.62781670858604,164.48
1749581520308,2025-06-10 18:52:00,80.15007583619607,200808.00000000565,2505.4,0.6146039998406571,Buy,9050,0.8073019999203286,513,-0.009999999999990905,133.57964889228884,164.48
1749581520453,2025-06-10 18:52:00,80.12385247864846,200742.30000000587,2505.4,0.6166866674338332,Buy,9100,0.8083433337169166,513,-0.009999999999990905,133.50089248831583,164.5
1749581520621,2025-06-10 18:52:00,80.03616189031914,200522.60000000556,2505.4,0.6168551574735349,Buy,9100,0.8084275787367674,513,-0.009999999999990905,133.34493212840718,164.55
1749581521194,2025-06-10 18:52:01,118.07777846420281,191132.5000000051,1618.7,0.6462077354714783,Buy,8500,0.8231038677357391,513,-0.009999999999990905,196.97241188831228,164.43
1749581521228,2025-06-10 18:52:01,118.41860752455999,191684.20000000525,1618.7,0.6458925670451837,Buy,8550,0.8229462835225918,513,-0.009999999999990905,197.3830169103392,164.55
1749581521240,2025-06-10 18:52:01,118.95156607154225,192546.90000000544,1618.7,0.6474791336552417,Buy,8600,0.8237395668276208,513,-0.009999999999990905,198.24983044672004,164.61
1749581521500,2025-06-10 18:52:01,115.88842898622673,187588.60000000522,1618.7,0.6375621972763934,Buy,8500,0.8187810986381967,513,-0.009999999999990905,193.09521955424663,164.6
1749581521589,2025-06-10 18:52:01,115.60554766170708,187130.70000000525,1618.7,0.6414826642555307,Buy,8450,0.8207413321277653,513,-0.009999999999990905,192.61515935504025,164.57
1749581522255,2025-06-10 18:52:02,72.77957867403953,173775.8000000042,2387.7000000000003,0.6161744040309531,Buy,8050,0.8080872020154766,513,-0.030000000000001137,120.92518827061001,164.4
1749581522351,2025-06-10 18:52:02,72.99949742430127,174300.90000000416,2387.7000000000003,0.6112320705171472,Buy,8100,0.8056160352585736,513,-0.030000000000001137,121.261075499628,164.36
1749645815684,2025-06-11 12:43:35,70.56844733791053,79128.39999999908,1121.3,0.8009665303481407,Buy,4600,0.9004832651740703,460,0.0,161.70215513611944,167.08
1749645815721,2025-06-11 12:43:35,72.72924284312768,81551.29999999906,1121.3,0.8007634458310268,Buy,4650,0.9003817229155133,460,0.0,166.6790125739986,166.96
1749645821929,2025-06-11 12:43:41,77.9121980405363,104176.40000000107,1337.1,0.746712307202017,Buy,6250,0.8733561536010085,460,-0.009999999999990905,176.84447026688414,167.15
1749677895558,2025-06-11 21:38:15,378.2957074721783,95179.20000000007,251.6,0.7152403046043668,Sell,7000,0.8576201523021834,669,-0.05000000000001137,697.6137000918374,160.93
1749677895738,2025-06-11 21:38:15,380.48648648648685,95730.4000000001,251.6,0.7099374911208973,Sell,7050,0.8549687455604487,669,-0.05000000000001137,701.6591228563645,160.91
1749677895928,2025-06-11 21:38:15,386.2162162162167,97172.00000000012,251.6,0.6977627300045275,Sell,7100,0.8488813650022637,669,-0.05000000000001137,712.2394593174356,160.97
1749677896161,2025-06-11 21:38:16,390.32352941176515,98205.40000000011,251.6,0.6812273052194683,Sell,7150,0.8406136526097341,669,-0.05000000000001137,719.823893070814,161.01
1749677896178,2025-06-11 21:38:16,390.2798092209862,98194.40000000013,251.6,0.6803972527964929,Sell,7150,0.8401986263982465,669,-0.05000000000001137,719.7431607587499,161.01
1749677896218,2025-06-11 21:38:16,393.35254372019125,98967.50000000012,251.6,0.6673311945840802,Sell,7200,0.8336655972920402,669,-0.05000000000001137,725.4171744366452,161.07
1749677896297,2025-06-11 21:38:16,394.6466613672501,99293.10000000012,251.6,0.6618898997009861,Sell,7250,0.830944949850493,669,-0.05000000000001137,727.806850873746,161.12
1749677896346,2025-06-11 21:38:16,397.1887917329098,99932.7000000001,251.6,0.6543874027220317,Sell,7300,0.8271937013610159,669,-0.05000000000001137,732.5010678552255,161.08
1749677896379,2025-06-11 21:38:16,400.6693163751991,100808.4000000001,251.6,0.6573896619726132,Sell,7350,0.8286948309863066,669,-0.05000000000001137,738.9280938256469,161.07
1749677896428,2025-06-11 21:38:16,401.7750397456284,101086.60000000011,251.6,0.6579803851351218,Sell,7400,0.8289901925675609,669,-0.05000000000001137,740.9698873907621,161.01
1749761048609,2025-06-12 20:44:08,70.33699460278363,74282.89999999979,1056.1,0.8495131450172245,Sell,4450,0.9247565725086123,401,-0.020000000000010232,230.84655086789064,153.55
1749761048614,2025-06-12 20:44:08,70.95909478269087,74939.89999999982,1056.1,0.8505415673092706,Sell,4500,0.9252707836546353,401,-0.020000000000010232,232.81499296014044,153.54
1749761048643,2025-06-12 20:44:08,71.49786951993164,75508.8999999998,1056.1,0.8403817298358206,Sell,4550,0.9201908649179102,401,-0.020000000000010232,234.43936694924005,153.64
1749761048680,2025-06-12 20:44:08,71.85758924344272,75888.79999999984,1056.1,0.835677992009361,Sell,4600,0.9178389960046804,401,-0.020000000000010232,235.49516282352678,153.63
1749761048823,2025-06-12 20:44:08,73.01884291260284,77115.19999999985,1056.1,0.8151103803141272,Sell,4650,0.9075551901570637,401,-0.020000000000010232,239.3137469424287,153.61
1749761048967,2025-06-12 20:44:08,74.02499763279978,78177.79999999984,1056.1,0.8091504237775939,Sell,4700,0.904575211888797,401,-0.020000000000010232,242.46056874373633,153.58
1749761048967,2025-06-12 20:44:08,75.17469936559033,79391.99999999994,1056.1,0.8120692261185007,Sell,4750,0.9060346130592504,401,-0.020000000000010232,246.1920577423182,153.52
1749761048972,2025-06-12 20:44:08,75.83713663478845,80091.60000000008,1056.1,0.8137108011327034,Sell,4800,0.9068554005663517,401,-0.020000000000010232,248.2266304125719,153.51
1749761048973,2025-06-12 20:44:08,76.00397689612743,80267.80000000016,1056.1,0.8141197341898002,Sell,4850,0.9070598670949002,401,-0.020000000000010232,248.73011462589875,153.5
1749761048973,2025-06-12 20:44:08,76.53489252911685,80828.50000000029,1056.1,0.8154091687956608,Sell,4900,0.9077045843978304,401,-0.020000000000010232,250.48457389576373,153.48
1749761048973,2025-06-12 20:44:08,77.04885900956387,81371.3000000004,1056.1,0.8166405108435049,Sell,4950,0.9083202554217524,401,-0.020000000000010232,251.99610797384798,153.46
1749761048974,2025-06-12 20:44:08,77.22346368715128,81555.70000000046,1056.1,0.8169520953164537,Sell,5000,0.9084760476582269,401,-0.020000000000010232,252.4744798885348,153.45
1749761048974,2025-06-12 20:44:08,77.36672663573583,81707.0000000006,1056.1,0.8172910521742339,Sell,5050,0.908645526087117,401,-0.020000000000010232,252.70922135464576,153.43
1749761048974,2025-06-12 20:44:08,77.60884385948366,81962.70000000068,1056.1,0.8178610514294935,Sell,5100,0.9089305257147468,401,-0.020000000000010232,253.44089922261347,153.42
1749761048984,2025-06-12 20:44:08,78.4824353754386,82885.3000000007,1056.1,0.805340633381313,Sell,5150,0.9026703166906564,401,-0.020000000000010232,256.16298344650295,153.51
1749761048984,2025-06-12 20:44:08,79.36379130764202,83816.10000000073,1056.1,0.8055123061082555,Sell,5200,0.9027561530541278,401,-0.020000000000010232,259.05035831328325,153.41
1749761048984,2025-06-12 20:44:08,79.96723795095238,84453.4000000008,1056.1,0.8069799439691021,Sell,5250,0.903489971984551,401,-0.020000000000010232,261.0272856903774,153.4
1749761048984,2025-06-12 20:44:08,80.99517091184629,85539.00000000086,1056.1,0.8004816516442815,Sell,5300,0.9002408258221407,401,-0.020000000000010232,264.3812285919461,153.38
1749761048984,2025-06-12 20:44:08,81.38358110027549,85949.20000000094,1056.1,0.8014338702396324,Sell,5350,0.9007169351198162,401,-0.020000000000010232,265.5115452338583,153.37
1749761048984,2025-06-12 20:44:08,81.81602121011368,86405.90000000104,1056.1,0.8024116408717485,Sell,5400,0.9012058204358743,401,-0.020000000000010232,266.88382408387423,153.35
1749761048984,2025-06-12 20:44:08,82.02736483287669,86629.10000000105,1056.1,0.8003419174388309,Sell,5450,0.9001709587194154,401,-0.020000000000010232,267.4293311314667,153.34
1749761048984,2025-06-12 20:44:08,82.05056339361919,86653.60000000121,1056.1,0.8003983677539105,Sell,5500,0.9001991838769553,401,-0.020000000000010232,267.4591416536699,153.34
1749761048989,2025-06-12 20:44:08,82.5698324022358,87202.00000000122,1056.1,0.7982706818650975,Sell,5550,0.8991353409325488,401,-0.020000000000010232,269.0903122598021,153.49
1749761048994,2025-06-12 20:44:08,83.19505728624301,87862.30000000124,1056.1,0.7979998247257384,Sell,5600,0.8989999123628691,401,-0.020000000000010232,271.0919089571167,153.45
1749761048994,2025-06-12 20:44:08,83.28245431303974,87954.60000000126,1056.1,0.7965632269375361,Sell,5650,0.8982816134687681,401,-0.020000000000010232,271.31572285544036,153.45
1749761048994,2025-06-12 20:44:08,83.36549569169706,88042.30000000125,1056.1,0.7957708964895307,Sell,5700,0.8978854482447653,401,-0.020000000000010232,271.37499882776467,153.45
1749761048994,2025-06-12 20:44:08,83.56263611400556,88250.50000000127,1056.1,0.7921190248213914,Sell,5750,0.8960595124106957,401,-0.020000000000010232,271.9829260016843,153.42
1749761048994,2025-06-12 20:44:08,83.69122242212032,88386.30000000125,1056.1,0.7918930875033822,Sell,5800,0.895946543751691,401,-0.020000000000010232,272.38210733472766,153.5
1749761049000,2025-06-12 20:44:09,84.63033803617202,89378.10000000126,1056.1,0.7891049373392384,Sell,5850,0.8945524686696192,401,-0.020000000000010232,275.3583423745448,153.37
1749761049080,2025-06-12 20:44:09,85.19164851813399,89970.9000000013,1056.1,0.7877202517702967,Sell,5900,0.8938601258851484,401,-0.020000000000010232,277.12588313174797,153.41
1749761049196,2025-06-12 20:44:09,86.76375343244135,91631.2000000013,1056.1,0.7860706833480323,Sell,5950,0.8930353416740161,401,-0.020000000000010232,282.24773748648767,153.38
1749761051722,2025-06-12 20:44:11,120.20143562135662,107171.60000000158,891.6000000000001,0.6608784416767172,Sell,6750,0.8304392208383586,401,-0.020000000000010232,389.4733400483892,153.46
1749761051917,2025-06-12 20:44:11,120.98698968147332,107872.00000000163,891.6000000000001,0.6536024176802182,Sell,6800,0.8268012088401091,401,-0.020000000000010232,392.0562907777174,153.42
1749761052103,2025-06-12 20:44:12,121.58927770300771,108409.00000000169,891.6000000000001,0.6511618039092746,Sell,6850,0.8255809019546373,401,-0.020000000000010232,393.62303443397786,153.39
1749761054343,2025-06-12 20:44:14,95.67576202400632,110802.10000000171,1158.1,0.6334437704700601,Sell,7050,0.8167218852350301,401,-0.020000000000010232,308.92992866145454,153.5
1749761054464,2025-06-12 20:44:14,95.6761937656521,110802.6000000017,1158.1,0.6334454245658553,Sell,7050,0.8167227122829277,401,-0.020000000000010232,308.8814814296971,153.5
1749773471594,2025-06-13 00:11:11,70.66032639279564,62781.69999999893,888.5,0.6001414424903995,Sell,4950,0.8000707212451997,289,-0.040000000000020464,12.106902813764098,147.78
1749773471617,2025-06-13 00:11:11,71.67135621834429,63679.999999998894,888.5,0.6022110552763741,Sell,5050,0.8011055276381871,289,-0.040000000000020464,12.275045675468613,147.83
1749773471690,2025-06-13 00:11:11,72.07473269555304,64038.399999998874,888.5,0.6029257445532602,Sell,5100,0.80146287227663,289,-0.040000000000020464,12.329081633842257,147.75
1749773471704,2025-06-13 00:11:11,72.5023072594247,64418.29999999884,888.5,0.6052674472936957,Sell,5150,0.8026337236468479,289,-0.040000000000020464,12.395554407655277,147.74
1749779118544,2025-06-13 01:45:18,70.2058738425921,48526.299999999654,691.1999999999999,0.8733758807079862,Buy,1400,0.936687940353993,468,-0.09000000000000341,15.347940987401305,143.52
1749779118544,2025-06-13 01:45:18,72.81336805555502,50328.59999999963,691.1999999999999,0.877910373028456,Buy,1450,0.9389551865142279,518,-0.09000000000000341,15.952426876156151,143.54
1749779118544,2025-06-13 01:45:18,74.92679398148093,51789.399999999616,691.1999999999999,0.881354099487539,Buy,1500,0.9406770497437694,568,-0.09000000000000341,16.439127635348527,143.56
1749779118544,2025-06-13 01:45:18,78.10315393518461,53984.899999999594,691.1999999999999,0.8861792834663017,Buy,1550,0.9430896417331508,618,-0.09000000000000341,17.17296508116862,143.57
1749779118544,2025-06-13 01:45:18,80.57479745370307,55693.29999999956,691.1999999999999,0.889670750341602,Buy,1600,0.9448353751708011,668,-0.09000000000000341,17.744468726071293,143.59
1749779118552,2025-06-13 01:45:18,84.43301504629567,58360.09999999956,691.1999999999999,0.8947123120076893,Buy,1650,0.9473561560038446,718,-0.09000000000000341,18.635462802041356,143.49
1749779118636,2025-06-13 01:45:18,84.82986111111043,58634.39999999953,691.1999999999999,0.8977494440123879,Buy,1700,0.9488747220061939,749,-0.09000000000000341,18.722457712179892,143.5
1749779118755,2025-06-13 01:45:18,86.78718171296231,59987.29999999954,691.1999999999999,0.8547859296884496,Buy,1750,0.9273929648442248,749,-0.09000000000000341,19.170725583660314,143.45
1750014462222,2025-06-15 19:07:42,112.26279391424426,56816.19999999902,506.1,0.8077907357408592,Buy,4400,0.9038953678704296,468,-0.13999999999998636,266.296402843598,153.22
1750014462343,2025-06-15 19:07:42,113.01165777514133,57195.19999999903,506.1,0.807305508154527,Buy,4450,0.9036527540772635,468,-0.13999999999998636,268.0783513967772,153.27
1750014462479,2025-06-15 19:07:42,114.6172693143628,58007.79999999901,506.1,0.7842669434110546,Buy,4500,0.8921334717055274,468,-0.13999999999998636,271.77354874465067,153.24
1750014462649,2025-06-15 19:07:42,116.6156885990891,59019.19999999899,506.1,0.7768455011250535,Buy,4550,0.8884227505625267,468,-0.13999999999998636,276.4669127169227,153.26
1750014462670,2025-06-15 19:07:42,117.26200355660737,59346.29999999899,506.1,0.7780417650299977,Buy,4600,0.8890208825149989,468,-0.13999999999998636,277.92387490003085,153.25
