timestamp,datetime,flow_impact,flow_direction,flow_imbalance,burst_ratio,price,date
1747009080283,2025-05-12 00:18:00.283,0.6894519740718916,Sell,0.9091650802284472,0.9,174.26,2025-05-12
1747009110377,2025-05-12 00:18:30.377,0.849145426014674,Buy,0.9046803652968036,0.6333333333333333,174.38,2025-05-12
1747009351138,2025-05-12 00:22:31.138,0.6113006188782224,Sell,0.9996014983661433,1.0,174.22,2025-05-12
1747009351138,2025-05-12 00:22:31.138,0.6219969787047416,Sell,1.0,1.0,174.19,2025-05-12
1747009523212,2025-05-12 00:25:23.212,1.2088882848600162,Buy,1.0,1.0,174.32,2025-05-12
1747009573649,2025-05-12 00:26:13.649,2.1370002176910243,Sell,0.9927597523429307,0.9,174.31,2025-05-12
1747009659613,2025-05-12 00:27:39.613,1.0828411177842858,Sell,0.9886058064810173,0.9666666666666667,174.6,2025-05-12
1747009802477,2025-05-12 00:30:02.477,0.7001800009473734,Sell,0.9910425646551723,0.7,174.87,2025-05-12
1747009854859,2025-05-12 00:30:54.859,0.6386272314076807,Buy,0.8612017661739299,0.8666666666666667,174.96,2025-05-12
1747009854934,2025-05-12 00:30:54.934,0.8307094394308677,Buy,0.9655548628428929,1.0,175.0,2025-05-12
1747009854999,2025-05-12 00:30:54.999,3.877280811540742,Buy,0.8889619871311436,1.0,175.0,2025-05-12
1747009860682,2025-05-12 00:31:00.682,0.672818718565493,Buy,0.8403014534362103,0.6666666666666666,175.04,2025-05-12
1747009998594,2025-05-12 00:33:18.594,0.6866884604808897,Buy,1.0,1.0,175.38,2025-05-12
1747009998594,2025-05-12 00:33:18.594,0.8194066786838169,Buy,1.0,1.0,175.43,2025-05-12
1747009998600,2025-05-12 00:33:18.600,1.028810607680792,Buy,1.0,1.0,175.5,2025-05-12
1747010254694,2025-05-12 00:37:34.694,1.613451327433628,Sell,0.9948938653439346,0.9333333333333333,175.28,2025-05-12
1747010276318,2025-05-12 00:37:56.318,0.6034744636415417,Sell,0.9868729488982655,0.9,175.16,2025-05-12
1747010298850,2025-05-12 00:38:18.850,16.818367346938775,Buy,0.8495202827806767,0.6,175.19,2025-05-12
1747010486158,2025-05-12 00:41:26.158,1.1882327399044725,Sell,0.9980286214953272,1.0,174.93,2025-05-12
1747010486159,2025-05-12 00:41:26.159,0.6194528875379939,Sell,1.0,1.0,174.88,2025-05-12
1747010486163,2025-05-12 00:41:26.163,0.8177160225792444,Sell,1.0,1.0,174.83,2025-05-12
1747011253113,2025-05-12 00:54:13.113,2.215635179153095,Buy,0.7824947589098533,1.0,174.53,2025-05-12
1747011672259,2025-05-12 01:01:12.259,1.4323568575233023,Buy,1.0,1.0,174.53,2025-05-12
1747012045422,2025-05-12 01:07:25.422,1.033942364824718,Buy,0.7465654601342451,1.0,175.61,2025-05-12
1747012061232,2025-05-12 01:07:41.232,1.5209630552096307,Buy,0.9143155694879834,0.9666666666666667,175.7,2025-05-12
1747012082182,2025-05-12 01:08:02.182,0.8097810634063123,Buy,0.908847184986595,0.7666666666666667,175.75,2025-05-12
1747012085522,2025-05-12 01:08:05.522,1.4872431388773963,Buy,0.8808755559431413,0.7333333333333333,175.73,2025-05-12
1747012086866,2025-05-12 01:08:06.866,0.6976303317535544,Buy,0.9844693701466781,1.0,175.77,2025-05-12
1747012176039,2025-05-12 01:09:36.039,0.6505353459284239,Sell,0.9729890764647467,0.9333333333333333,175.59,2025-05-12
1747012215306,2025-05-12 01:10:15.306,0.8374429223744293,Buy,0.8030476814681303,0.6,175.73,2025-05-12
1747012408816,2025-05-12 01:13:28.816,0.7343782918299414,Sell,0.9786569790543226,1.0,175.86,2025-05-12
1747012740855,2025-05-12 01:19:00.855,0.8261621701203579,Sell,1.0,1.0,175.68,2025-05-12
1747012948595,2025-05-12 01:22:28.595,1.2912948061448428,Sell,0.9161962657403386,0.9333333333333333,174.99,2025-05-12
1747013169508,2025-05-12 01:26:09.508,0.7014621409921669,Sell,0.9133964817320704,0.6,174.67,2025-05-12
1747013403609,2025-05-12 01:30:03.609,0.6085549495002219,Buy,0.9632077457377396,0.7,174.53,2025-05-12
1747013498239,2025-05-12 01:31:38.239,0.857242201470296,Sell,1.0,1.0,174.04,2025-05-12
1747013499987,2025-05-12 01:31:39.987,1.6243477428311552,Sell,0.9450272284322154,1.0,174.06,2025-05-12
1747013504740,2025-05-12 01:31:44.740,11.519562918575962,Sell,0.9899531145344943,0.6666666666666666,174.02,2025-05-12
