timestamp,datetime,direction,flow_impact,imbalance,vol_decay_ratio,session,flow_stop_time,flow_stop_ts,net_agg_at_stop,price_at_stop,ret_30s
1747033674208,2025-05-12 07:07:54.208,Sell,101.08368842679285,0.7693648850533985,1.0722138979158964,Asia,3,1747033677208,-283.8,178.18,16.281158769368517
1747033674503,2025-05-12 07:07:54.503,Sell,102.88631327765356,0.766318663295968,1.254204280352977,Asia,3,1747033677503,-241.39999999999992,178.2,16.28207287631354
1747033674532,2025-05-12 07:07:54.532,Sell,103.48423385034832,0.7590250715648038,1.620390512383698,Asia,4,1747033678532,72.0,178.29,24.124775583483324
1747033674597,2025-05-12 07:07:54.597,Sell,103.80518152377596,0.7534485448052183,1.7313524021105249,Asia,4,1747033678597,86.69999999999993,178.29,29.16596556172426
1747033674842,2025-05-12 07:07:54.842,Sell,103.12476563831494,0.7605684318045431,4.410682370865196,Asia,4,1747033678842,10.10000000000008,178.34,40.37458644086799
1747033705041,2025-05-12 07:08:25.041,Sell,141.97807802434497,0.7462909966113201,0.5125752567212578,Asia,3,1747033708041,734.0999999999999,177.22,-53.3333333333332
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-48.20233639559908
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-88.24869050330285
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-99.74920200638395
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-119.9383174367465
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-122.25078548985924
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-125.142857142857
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-125.142857142857
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-125.142857142857
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-125.142857142857
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-126.87889352460417
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-129.7736107935062
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-131.51123563382762
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-133.82899628252807
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-135.56801281317954
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-137.30762629441077
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-139.04783703364654
1747033705043,2025-05-12 07:08:25.043,Sell,142.20365068003574,0.7435511191315898,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-140.78864533852274
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-48.20233639559908
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-88.24869050330285
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-99.74920200638395
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-119.9383174367465
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-122.25078548985924
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-125.142857142857
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-125.142857142857
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-125.142857142857
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-125.142857142857
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-126.87889352460417
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-129.7736107935062
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-131.51123563382762
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-133.82899628252807
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-135.56801281317954
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-137.30762629441077
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-139.04783703364654
1747033705043,2025-05-12 07:08:25.043,Sell,142.7290622763136,0.744460047393974,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-140.78864533852274
1747033705043,2025-05-12 07:08:25.043,Sell,142.77863278454572,0.7445487668688509,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-48.20233639559908
1747033705043,2025-05-12 07:08:25.043,Sell,142.77863278454572,0.7445487668688509,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-88.24869050330285
1747033705043,2025-05-12 07:08:25.043,Sell,142.77863278454572,0.7445487668688509,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-99.74920200638395
1747033705043,2025-05-12 07:08:25.043,Sell,142.77863278454572,0.7445487668688509,0.5127113916133259,Asia,3,1747033708043,734.0999999999999,177.22,-119.9383174367465
