event_idx,timestamp,datetime,event_price,direction,flow_impact,imbalance,max_run,ret_5s,price_5s,ret_15s,price_15s,ret_30s,price_30s,ret_60s,price_60s,ret_120s,price_120s,ret_300s,price_300s,classification
1693,1747033705043,2025-05-12 07:08:25.043,175.0,Sell,144.86837866858352,0.7482336853301076,439,-134.85714285714363,177.36,-144.0000000000006,177.52,-125.14285714285701,177.19,-153.14285714285754,177.68,-196.00000000000037,178.43,-201.71428571428575,178.53,Reversal
1694,1747033705043,2025-05-12 07:08:25.043,175.0,Sell,145.10468861847627,0.7486436988573807,439,-134.85714285714363,177.36,-144.0000000000006,177.52,-125.14285714285701,177.19,-153.14285714285754,177.68,-196.00000000000037,178.43,-201.71428571428575,178.53,Reversal
1695,1747033705043,2025-05-12 07:08:25.043,175.0,Sell,145.12491052255666,0.7486787231891333,439,-134.85714285714363,177.36,-144.0000000000006,177.52,-125.14285714285701,177.19,-153.14285714285754,177.68,-196.00000000000037,178.43,-201.71428571428575,178.53,Reversal
1696,1747033705043,2025-05-12 07:08:25.043,174.97,Sell,145.36014674302925,0.7490854362298531,446,-136.59484483054322,177.36,-145.73926958907307,177.52,-126.87889352460415,177.19,-154.8836943476029,177.68,-197.74818540321243,178.43,-203.46345087729338,178.53,Reversal
1697,1747033705043,2025-05-12 07:08:25.043,174.92,Sell,145.5726556907746,0.749451724731411,496,-139.49233935513527,177.36,-148.63937800137336,177.52,-129.7736107935062,177.19,-157.78641664761145,177.68,-200.66316030185342,178.43,-206.380059455752,178.53,Reversal
1698,1747033705043,2025-05-12 07:08:25.043,174.89,Sell,145.76852183250708,0.7497883812562742,546,-141.2316313111114,177.36,-150.38023900737744,177.52,-131.51123563382762,177.19,-159.52884670364347,177.68,-202.41294527989143,178.43,-208.13082509005747,178.53,Reversal
1699,1747033705043,2025-05-12 07:08:25.043,174.85,Sell,145.85459914102546,0.7499360457305406,596,-143.55161567057587,177.36,-152.7023162710904,177.52,-133.82899628252807,177.19,-161.85301687160495,177.68,-204.74692593651773,178.43,-210.4661138118391,178.53,Reversal
1700,1747033705043,2025-05-12 07:08:25.043,174.82,Sell,146.0747136721638,0.7503128577650461,646,-145.2923006521005,177.36,-154.44457155931914,177.52,-135.56801281317954,177.19,-163.5968424665378,177.68,-206.49811234412618,178.43,-212.21828166113764,178.53,Reversal
1701,1747033705043,2025-05-12 07:08:25.043,174.79,Sell,146.30977093773308,0.7507139982803063,696,-147.03358315693242,177.36,-156.1874249098929,177.52,-137.30762629441077,177.19,-165.34126666285343,177.68,-208.24989987985668,178.43,-213.9710509754568,178.53,Reversal
1702,1747033705043,2025-05-12 07:08:25.043,174.76,Sell,146.60316750179905,0.751212893751807,746,-148.77546349279143,177.36,-157.93087663080908,177.52,-139.04783703364654,177.19,-167.08628976882676,177.68,-210.00228885328542,178.43,-215.72442206454625,178.53,Reversal
1703,1747033705043,2025-05-12 07:08:25.043,174.73,Sell,146.82390837509905,0.7515869301312139,796,-150.51794196760855,177.36,-159.67492703027645,177.52,-140.78864533852274,177.19,-168.83191209294438,177.68,-211.75527957420118,178.43,-217.47839523836842,178.53,Reversal
1704,1747033705044,2025-05-12 07:08:25.044,176.4,Sell,147.32999284181335,0.7496198134292282,809,-54.42176870748344,177.36,-63.49206349206374,177.52,-44.78458049886576,177.19,-72.56235827664406,177.68,-115.07936507936513,178.43,-120.74829931972764,178.53,Reversal
1705,1747033705050,2025-05-12 07:08:25.050,176.22,Sell,147.6749284180482,0.745556117703748,809,-64.69186244467227,177.36,-73.77142208602947,177.52,-55.044830325729144,177.19,-82.85098172738667,177.68,-125.41141754624947,178.43,-131.08614232209752,178.53,Reversal
1706,1747033705050,2025-05-12 07:08:25.050,175.7,Sell,148.9247494631449,0.7476722605313988,809,-94.47922595333097,177.36,-103.58565737051916,177.52,-84.8036425725674,177.19,-112.69208878770736,177.68,-155.37848605577796,178.43,-161.07000569152035,178.53,Reversal
1707,1747033705053,2025-05-12 07:08:25.053,176.22,Sell,149.34475662134113,0.7470350379281672,809,-64.69186244467227,177.36,-73.77142208602947,177.52,-55.044830325729144,177.19,-82.85098172738667,177.68,-125.41141754624947,178.43,-131.08614232209752,178.53,Reversal
1708,1747033705055,2025-05-12 07:08:25.055,175.71,Sell,149.70892984968768,0.7462064002744718,809,-93.90472938364383,177.36,-103.5797621080185,177.53,-84.22969665926752,177.19,-112.11655568835006,177.68,-154.80052359000618,178.43,-160.4917193102267,178.53,Reversal
1709,1747033705055,2025-05-12 07:08:25.055,174.72,Sell,149.98684681461265,0.7463139514142746,809,-151.09890109890196,177.36,-160.8287545787547,177.53,-141.36904761904756,177.19,-169.4139194139199,177.68,-212.33974358974405,178.43,-218.06318681318695,178.53,Reversal
1710,1747033705055,2025-05-12 07:08:25.055,174.67,Sell,150.12759484610885,0.7465517878492958,809,-154.00469456689908,177.36,-163.73733325699973,177.53,-144.27205587679686,177.19,-172.32495563061886,177.68,-215.26306749871299,178.43,-220.98814908112521,178.53,Reversal
1711,1747033705055,2025-05-12 07:08:25.055,174.65,Sell,150.17430207588708,0.7466306153432023,809,-155.16747781276885,177.36,-164.9012310334953,177.53,-145.43372459204076,177.19,-173.48983681649017,177.68,-216.43286573146298,178.43,-222.1586029201257,178.53,Reversal
1712,1747033705055,2025-05-12 07:08:25.055,174.62,Sell,150.32086614174264,0.7467586039407669,809,-156.91215210170708,177.36,-166.6475775970677,177.53,-147.1767266063448,177.19,-175.23765891650456,177.68,-218.188065513687,178.43,-223.91478639331098,178.53,Reversal
1713,1747033705055,2025-05-12 07:08:25.055,174.58,Sell,150.44166070151368,0.7469619397907578,809,-159.23931721846725,177.36,-168.9769733073656,177.53,-149.50166112956725,177.19,-177.56902279757097,177.68,-220.52927024859628,178.43,-226.257303242066,178.53,Reversal
1714,1747033705055,2025-05-12 07:08:25.055,174.54,Sell,150.62240515391187,0.74726558137437,809,-161.56754898590705,177.36,-171.30743669073044,177.53,-151.82766128108204,177.19,-179.9014552538109,177.68,-222.87154806921134,178.43,-228.6008937779311,178.53,Reversal
1715,1747033705055,2025-05-12 07:08:25.055,174.5,Sell,150.73604151754836,0.7474561119204111,809,-163.8968481375366,177.36,-173.63896848137543,177.53,-154.15472779369614,177.19,-182.2349570200577,177.68,-225.21489971346745,178.43,-230.94555873925506,178.53,Reversal
1716,1747033705055,2025-05-12 07:08:25.055,175.59,Sell,150.80279169650333,0.7475667093081141,809,-100.8030070049553,177.36,-110.48465174554347,177.53,-91.12136226436553,177.19,-119.02727945782809,177.68,-161.74041801924957,178.43,-167.43550316077213,178.53,Reversal
1717,1747033705055,2025-05-12 07:08:25.055,174.48,Sell,152.0342698640052,0.7387800263075247,809,-165.06189821183082,177.36,-174.80513525905613,177.53,-155.31866116460387,177.19,-183.40210912425593,177.68,-226.38697845025317,178.43,-232.1182943603858,178.53,Reversal
1718,1747033705055,2025-05-12 07:08:25.055,174.44,Sell,152.1192734431034,0.7389259948767481,809,-167.39279981655676,177.36,-177.13827103875278,177.53,-157.64732859435907,177.19,-185.73721623480904,177.68,-228.7319422150888,178.43,-234.46457234579245,178.53,Reversal
1719,1747033705055,2025-05-12 07:08:25.055,174.4,Sell,152.42134931998254,0.7388152707928369,809,-169.7247706422023,177.36,-179.47247706421993,177.53,-159.97706422018302,177.19,-188.07339449541288,177.68,-231.0779816513762,178.43,-236.8119266055043,178.53,Reversal
1720,1747033705055,2025-05-12 07:08:25.055,174.39,Sell,152.64566929134983,0.7391990940041296,809,-170.30793050060367,177.36,-180.0561958827923,177.53,-160.55966511841342,177.19,-188.65760651413618,177.68,-231.6646596708539,178.43,-237.3989334250826,178.53,Reversal
1721,1747033705055,2025-05-12 07:08:25.055,174.37,Sell,152.97217251253812,0.739598986205704,809,-171.4744508803125,177.36,-181.22383437517902,177.53,-161.72506738544433,177.19,-189.8262315765328,177.68,-232.83821758329998,178.43,-238.57314905086864,178.53,Reversal
1722,1747033705057,2025-05-12 07:08:25.057,175.6,Sell,153.03954903365482,0.7390950496091707,809,-100.22779043280293,177.36,-109.90888382687967,177.53,-90.54669703872456,177.19,-118.45102505694832,177.68,-161.16173120729002,178.43,-166.85649202733524,178.53,Reversal
1723,1747033705059,2025-05-12 07:08:25.059,174.34,Sell,153.46886184682603,0.7392033899886413,809,-173.22473327979867,177.36,-182.97579442468725,177.53,-163.47367213490847,177.19,-191.57967190547225,177.68,-234.5990593093956,178.43,-240.3349776299184,178.53,Reversal
1724,1747033705060,2025-05-12 07:08:25.060,176.0,Sell,153.65372226200142,0.738948797892447,809,-77.27272727272805,177.36,-86.93181818181824,177.53,-67.61363636363623,177.19,-95.45454545454584,177.68,-138.0681818181822,178.43,-143.75000000000006,178.53,Reversal
1725,1747033705062,2025-05-12 07:08:25.062,176.16,Sell,153.84636721547312,0.7369888221790899,809,-68.11989100817536,177.36,-78.3378746594003,177.54,-58.469573115349746,177.19,-86.28519527702147,177.68,-128.86012715713048,178.43,-134.5367847411447,178.53,Reversal
1726,1747033705063,2025-05-12 07:08:25.063,175.9,Sell,154.03176449535863,0.7352187882488282,809,-83.00170551449732,177.36,-93.23479249573543,177.54,-73.33712336554815,177.19,-101.19386014781132,177.68,-143.8317225696419,178.43,-149.51677089255233,178.53,Reversal
1727,1747033705064,2025-05-12 07:08:25.064,176.28,Sell,154.23103078025488,0.73393413881649,809,-61.26616746085844,177.36,-71.47719537100016,177.54,-51.62241887905586,177.19,-79.41910596777886,177.68,-121.9650555933745,178.43,-127.63784887678693,178.53,Reversal
1728,1747033705064,2025-05-12 07:08:25.064,174.34,Sell,155.2159090909207,0.735133536596989,809,-173.22473327979867,177.36,-183.54938625673907,177.54,-163.47367213490847,177.19,-191.57967190547225,177.68,-234.5990593093956,178.43,-240.3349776299184,178.53,Reversal
1729,1747033705066,2025-05-12 07:08:25.066,176.0,Sell,155.26700071583124,0.7350120788537313,809,-77.27272727272805,177.36,-88.06818181818247,177.55,-67.61363636363623,177.19,-95.45454545454584,177.68,-138.0681818181822,178.43,-143.75000000000006,178.53,Reversal
1730,1747033705067,2025-05-12 07:08:25.067,175.66,Sell,155.33321403007616,0.7346987679752132,809,-97.34714789935147,177.37,-107.59421609928354,177.55,-87.1000796994194,177.19,-114.99487646590062,177.68,-157.69099396561597,178.43,-163.38380963224438,178.53,Reversal
1731,1747033705069,2025-05-12 07:08:25.069,175.6,Sell,155.37508947746352,0.7344063134908264,809,-100.79726651480696,177.37,-111.04783599088937,177.55,-90.54669703872456,177.19,-118.45102505694832,177.68,-161.16173120729002,178.43,-166.85649202733524,178.53,Reversal
1732,1747033705071,2025-05-12 07:08:25.071,175.52,Sell,155.4727988547006,0.7344834492427577,809,-105.4010938924336,177.37,-115.65633546034645,177.55,-95.1458523245207,177.19,-123.06289881494965,177.68,-166.36280765724632,178.44,-171.49042844120277,178.53,Reversal
1733,1747033705072,2025-05-12 07:08:25.072,175.95,Sell,155.55073371511585,0.7339020440799016,809,-80.7047456663834,177.37,-90.36658141517496,177.54,-70.47456663825002,177.19,-98.3233873259459,177.68,-141.51747655584026,178.44,-146.63256606990694,178.53,Reversal
1734,1747033705072,2025-05-12 07:08:25.072,176.07,Sell,155.58992483895256,0.7334652962004956,809,-73.83427046061291,177.37,-83.4895212131538,177.54,-63.611063781450824,177.19,-91.44090418583595,177.68,-134.60555460896262,178.44,-139.71715794854364,178.53,Reversal
1735,1747033705073,2025-05-12 07:08:25.073,175.8,Sell,155.60755189693407,0.7334736382089535,809,-89.30602957906673,177.37,-98.97610921501597,177.54,-79.06712172923699,177.19,-106.93970420932851,177.68,-150.17064846416304,178.44,-155.2901023890779,178.53,Reversal
